,date,Unnamed: 0,Date (aggregated based on UTC),Raw_Moderated_cph,Raw_Mod_Coeff_of_Var,Raw_Mod_sqrt,Corrected_Mod_cph_for_Des,SWC_Des_cm3_cm3,Corrected_Mod_cph_for_UTS,SWC_UTS_cm3_cm3,Rhov_g_cm3,BaroPress_mb,SWC_5,WeightedTDR_SWC,WeightedTDR_SD,WeightedTDR_SE,sT_5,PRISM_ppt_mm,BaroPress,airRH,airT,date.1,CRNS,Bare,scaled_stationary_N_Des,scaled_stationary_N_UTS,N0,TDR_pore_swc_g,TDR_tot_swc_g,NewName,ND,doy_x,doy_y,min_temp_x,mean_temp,mean_P_mb,mean_RH,cumulative_GSI,GSI,VPD,year,min_temp_y,max_temp,GDD,cumulative_GDD,Bare_norm,Bare_norm7,VPD_kPa,N0_7,ND_7,VPD_7
413,2024-08-13,271.0,2024-08-13,4874.0625,0.0101293906457176,98.72928034422635,2316.86627711357,0.1195648558777871,2193.6119192117985,0.1273091634114583,1.0386835332153515e-05,795.6916666666666,0.1422083333333333,0.1422083333333333,0.145435980607307,0.102838768115942,19.53125,0.96629995,795.6916666666666,81.11666666666666,15.216666666666669,2024-08-13,0.1273091634114583,1001.9184197459488,3080.1052398462725,2916.247533703604,4863.484110619572,0.1403283597333931,0.1923283597333931,R4,7185.413608998897,226.0,226.0,12.2,15.216666666666669,794.3874999999999,81.11666666666666,92.42714163273784,1.0,326.54577228545566,2024.0,11.8,18.6,10.2,1258.5999999999997,,,0.32654577228545567,,,0.8857815618420879
414,2024-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0,7.8,15.445454545454544,795.075,78.13636363636364,93.42714163273784,1.0,383.6789714213296,2024.0,7.8,24.6,11.2,1269.7999999999995,,,0.3836789714213296,,,0.8271548041795499
415,2024-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,7.0,16.641666666666666,795.86875,62.10833333333333,94.42714163273784,1.0,717.7295409212487,2024.0,7.0,26.6,11.8,1281.5999999999997,,,0.7177295409212487,,,0.7886340699118672
416,2024-08-16,272.0,2024-08-16,5050.875,0.0099505863060317,100.50383119427592,2366.6957017764976,0.1090082575425197,2273.1028996514824,0.1100730895996093,7.613169335333204e-06,795.8520833333333,0.1546249999999999,0.1546249999999999,0.1629957990067729,0.1152554347826086,19.7125,0.0,795.8520833333333,57.2,17.641666666666666,2024-08-16,0.1100730895996093,1005.0323653527296,3146.3498364891216,3021.9250118521563,5048.503531704853,0.1525808798624734,0.2045808798624734,R4,7582.37143807918,229.0,229.0,7.8,17.641666666666666,794.8041666666667,57.2,95.42714163273784,1.0,863.6791912692859,2024.0,7.8,29.0,13.4,1294.9999999999998,,,0.8636791912692858,,,0.7531894696337842
417,2024-08-17,273.0,2024-08-17,5145.666666666667,0.0098583445569341,101.44311211462276,2338.443498509485,0.1099118491916106,2249.205088208628,0.109954833984375,7.35061943448954e-06,797.1333333333333,0.128625,0.128625,0.1262262463850725,0.0892554347826087,20.110416666666666,0.0,797.1333333333333,54.833333333333336,17.05,2024-08-17,0.109954833984375,992.086137734414,3108.790586661229,2990.154609316151,4817.446000769114,0.1269245961022516,0.1789245961022516,R4,7213.335747001631,230.0,230.0,6.6,17.05,796.0604166666667,54.833333333333336,96.42714163273784,1.0,877.9847915065095,2024.0,6.6,29.8,13.2,1308.1999999999998,,,0.8779847915065095,,,0.7160282230755007
418,2024-08-18,274.0,2024-08-18,4990.979166666667,0.0100102399216073,99.905735909775,2352.663264845208,0.1061554324635326,2231.3477369029056,0.114325205485026,1.0066898366440396e-05,799.0291666666667,0.1120416666666666,0.1120416666666666,0.1027738714757186,0.0726721014492753,20.204166666666666,1.9332999,799.0291666666667,72.25,16.925,2024-08-18,0.114325205485026,995.2514105627,3127.694731985756,2966.414559288294,4727.738915231069,0.1105604920372382,0.1625604920372382,R4,6951.672914323441,231.0,231.0,10.2,16.925,797.8125,72.25,97.42714163273784,1.0,535.1694801449507,2024.0,10.2,24.6,12.4,1320.6,1.0262998971008113,,0.5351694801449507,,,0.6363646640834669
419,2024-08-19,275.0,2024-08-19,5140.666666666667,0.0098638417833991,101.39137537504683,2401.7996590410407,0.0938648379568948,2283.092498343696,0.1021931966145833,9.62832244223921e-06,799.28125,0.0989166666666666,0.0989166666666666,0.0842123184695717,0.0595471014492753,20.12708333333333,0.5859,799.28125,69.95833333333333,16.8,2024-08-19,0.1021931966145833,992.2728707536083,3193.0179950177026,3035.2054568997587,4724.41563223992,0.0976090026390492,0.1496090026390493,R4,6937.388430757091,232.0,232.0,10.2,16.8,798.0229166666667,69.95833333333333,98.42714163273784,1.0,574.7889190587821,2024.0,10.2,25.4,12.799999999999995,1333.4,1.0219237442948355,,0.574788919058782,,,0.6362480773643909
420,2024-08-20,276.0,2024-08-20,5294.0625,0.0097199255841358,102.8928829678703,2432.934104690522,0.086725357739449,2320.0056909431446,0.094250996907552,9.006465904684012e-06,799.2291666666666,0.08675,0.08675,0.0670060534606991,0.0473804347826086,19.575,0.4396,799.2291666666666,65.28333333333333,16.708333333333332,2024-08-20,0.094250996907552,987.636325743586,3234.408976505054,3084.278862243921,4684.672951786052,0.085603177546125,0.137603177546125,R4,6871.550291940094,233.0,233.0,7.8,16.708333333333332,798.0166666666668,65.28333333333333,99.42714163273784,1.0,660.3811056094762,2024.0,7.8,25.0,11.4,1344.8,1.0203975821825002,,0.6603811056094762,,,0.6133574078936499
421,2024-08-21,277.0,2024-08-21,5269.604166666667,0.0097480267328609,102.63550427904848,2401.837838341733,0.0955592972477654,2280.025023876321,0.1049652099609375,9.93638941979028e-06,798.4333333333334,0.0800833333333333,0.0800833333333333,0.0575779630448785,0.040713768115942,19.402083333333334,2.6973,798.4333333333334,69.85000000000001,17.258333333333333,2024-08-21,0.1049652099609375,1019.3507740513312,3193.0687516216885,3031.127472652938,4567.953395554481,0.0790246432486321,0.1310246432486321,R4,6652.85241787039,234.0,234.0,10.6,17.258333333333333,797.2354166666668,69.85000000000001,100.42714163273784,1.0,593.8586633135794,2024.0,10.6,25.4,13.0,1357.8,1.0286629955445834,,0.5938586633135794,,,0.5855072652570792
422,2024-08-22,278.0,2024-08-22,5019.5625,0.0099846401961104,100.1814744055704,2280.258760521196,0.1279514337546657,2154.0189005644856,0.1365852355957031,1.0857801461070268e-05,797.7312499999999,0.1104166666666666,0.1104166666666666,0.1004757744368623,0.0710471014492753,18.727083333333333,10.717299,797.7312499999999,86.125,14.883333333333333,2024-08-22,0.1365852355957031,1006.6337728912008,3031.438208525672,2863.611494497729,4570.522030093442,0.1089569743022243,0.1609569743022243,R4,6688.167407854347,235.0,235.0,11.8,14.883333333333333,796.3833333333333,86.125,101.42714163273784,1.0,234.84538396097295,2024.0,11.8,19.4,10.6,1368.4,1.033588386726621,,0.23484538396097296,,,0.5677843820984477
423,2024-08-23,279.0,2024-08-23,4989.520833333333,0.0100112842504452,99.8925315367932,2266.6375833961188,0.1308388706617502,2140.060289542822,0.1393890380859375,1.0950751072738502e-05,796.0875,0.1372083333333333,0.1372083333333333,0.1383649127954415,0.097838768115942,18.09375,2.4455,796.0875,88.46666666666665,14.625,2024-08-23,0.1393890380859375,1018.7868365407004,3013.329844029084,2845.054536172812,4725.995342654651,0.1353944590102735,0.1873944590102735,R4,6957.140392249993,236.0,236.0,10.6,14.625,794.7312499999999,88.46666666666665,102.42714163273784,1.0,191.9847519474751,2024.0,10.6,21.4,11.0,1379.4,1.0442721480757393,,0.1919847519474751,,,0.5335978802188645
424,2024-08-24,280.0,2024-08-24,5014.708333333333,0.0099871523143122,100.140835358304,2270.979398850829,0.1295719626713533,2153.422022010848,0.135687510172526,1.0122732643040532e-05,796.775,0.1336666666666666,0.1336666666666666,0.1333562397620368,0.0942971014492753,18.402083333333334,3.3114998,796.775,81.18333333333334,15.183333333333332,2024-08-24,0.135687510172526,1016.1351572746668,3019.1019719523056,2862.8179878638884,4711.927070271478,0.1318996126647305,0.1838996126647304,R4,6961.417923078505,237.0,237.0,10.6,15.183333333333332,795.4479166666666,81.18333333333334,103.42714163273784,1.0,324.6964702745514,2024.0,10.6,23.4,12.0,1391.4,1.0431692806956228,,0.3246964702745514,,,0.5304102077958665
425,2024-08-25,281.0,2024-08-25,5043.354166666667,0.0099595301511224,100.4238881786914,2302.86013884234,0.120050587183234,2192.66246691691,0.124518076578776,9.310957122131502e-06,797.8708333333334,0.1291666666666666,0.1291666666666666,0.1269922787313579,0.0897971014492753,17.970833333333335,1.1601,797.8708333333334,76.45,14.425,2024-08-25,0.124518076578776,1019.8065974969757,3061.485097499096,2914.9853059188767,4747.818218061003,0.1274591020139228,0.1794591020139228,R4,7036.873746832039,238.0,238.0,8.6,14.425,796.5187500000001,76.45,104.42714163273784,1.0,386.9810091937464,2024.0,8.6,19.0,8.8,1400.1999999999998,1.047687194231568,,0.3869810091937464,,,0.5271971553861101
426,2024-08-26,282.0,2024-08-26,4995.854166666667,0.0100059569942247,99.95249710576728,2290.4363578445623,0.1236996929025555,2192.243803645388,0.1247062683105468,8.305593253135427e-06,799.2833333333333,0.1318333333333333,0.1318333333333333,0.1307635148976861,0.092463768115942,18.058333333333334,3.6413,799.2833333333333,67.69166666666666,15.483333333333334,2024-08-26,0.1247062683105468,1016.2210953099742,3044.9685840826933,2914.428723543328,4740.100392135646,0.13009051573292,0.18209051573292,R4,7065.846142801393,239.0,239.0,9.8,15.483333333333334,797.9562500000001,67.69166666666666,105.42714163273784,1.0,568.3493478521577,2024.0,9.8,25.0,12.4,1412.6,1.0468072161416033,,0.5683493478521577,,,0.5171909570542514
427,2024-08-27,283.0,2024-08-27,5133.458333333333,0.0098708279984535,101.32005396710672,2360.217261137592,0.10428841732847,2267.111036456567,0.105932871500651,7.612538794604013e-06,799.475,0.118875,0.118875,0.1124376641519348,0.0795054347826086,18.904166666666665,0.0,799.475,65.05833333333334,15.133333333333333,2024-08-27,0.105932871500651,1001.4493292386692,3137.7372207524954,3013.959265444861,4793.0654382959765,0.1173034896921684,0.1693034896921684,R4,7150.269877681388,240.0,240.0,5.8,15.133333333333333,798.24375,65.05833333333334,106.42714163273784,1.0,601.0107451197916,2024.0,5.8,25.8,10.8,1423.4,1.0417703843871358,,0.6010107451197917,,,0.5367955979709899
428,2024-08-28,284.0,2024-08-28,5373.729166666667,0.0096491159812917,103.6586615622868,2379.8416306051163,0.0995527377539333,2294.457504774421,0.1000099182128906,6.897887950501215e-06,796.7791666666667,0.108,0.108,0.0970580916611274,0.0686304347826086,23.9,0.0,796.7791666666667,59.333333333333336,15.208333333333334,2024-08-28,0.1000099182128906,994.8081780521755,3163.8263929342006,3050.31440652018,4751.787318716031,0.1065722556193832,0.1585722556193832,R4,7095.358620746726,241.0,241.0,5.4,15.4,795.5979591836735,58.64489795918367,107.42714163273784,1.0,723.6157807109978,2024.0,5.4,26.6,11.0,1434.4,1.0331966197643694,,0.7236157807109977,,,0.5610767986345375
429,2024-08-29,285.0,2024-08-29,5582.208333333333,0.0094651724245097,105.65802658450968,2489.3342309359527,0.0743316282156168,2403.8552764283027,0.0781466166178385,6.590685136320293e-06,795.4895833333334,,,,,,0.0,795.4895833333334,55.4,15.433333333333332,2024-08-29,0.0781466166178385,999.4188627404416,3309.3888431001023,3195.750788855728,,,,R4,,242.0,242.0,5.4,15.433333333333332,794.3145833333333,55.4,108.42714163273784,1.0,782.0647772070199,2024.0,5.4,25.8,10.6,1444.9999999999998,1.027433919946237,1.0336858134777946,0.78206477720702,,,0.5656721726549497
430,2024-08-30,286.0,2024-08-30,5527.4375,0.0095124080681353,105.1367168437928,2504.5258939024,0.0713489240349631,2428.220009119741,0.0739593505859375,5.81787320304242e-06,799.0,,,,,,0.0,799.0,55.55833333333334,14.1,2024-08-30,0.0739593505859375,981.333636132195,3329.5850543217653,3228.141929238611,,,,R4,,243.0,243.0,3.4,14.1,797.81875,55.55833333333334,109.1985702041664,0.7714285714285715,715.0701671768653,2024.0,3.4,26.6,10.8,1455.7999999999995,1.0205347950515793,1.0319440977095737,0.7150701671768653,,,0.555057242362634
431,2024-08-31,287.0,2024-08-31,5594.0625,0.0094550801591104,105.7703733951878,2542.313650765833,0.0637396931251276,2470.803699556561,0.0668106079101562,5.359292870173271e-06,799.3874999999999,,,,,,0.0,799.3874999999999,50.775,14.466666666666669,2024-08-31,0.0668106079101562,969.1986884137768,3379.8211292592014,3284.7538491159403,,,,R4,,244.0,244.0,3.0,14.466666666666669,798.2541666666666,50.775,109.91285591845212,0.7142857142857143,811.0630345343158,2024.0,3.0,27.4,11.2,1466.9999999999998,1.0117514502983784,1.0302620061929713,0.8110630345343157,,,0.5502771168646202
432,2024-09-01,288.0,2024-09-01,5688.479166666667,0.0093767430516311,106.65746647995353,2570.0373581120007,0.0587659924162982,2492.7119293341525,0.063580830891927,5.745374097003341e-06,798.7854166666666,,,,,,0.0,798.7854166666666,47.208333333333336,16.208333333333332,2024-09-01,0.063580830891927,976.2026372218256,3416.677782190971,3313.8792475043983,,,,R4,,245.0,245.0,4.6,16.208333333333332,797.6625,47.208333333333336,110.83427721541632,0.9214212969642064,972.7519618184508,2024.0,4.6,28.2,11.6,1478.5999999999997,1.003788928769159,1.0288620345495836,0.9727519618184508,,,0.5815330084127274
433,2024-09-02,289.0,2024-09-02,5787.5625,0.0092960363822918,107.5827306259,2603.960187722258,0.0527191628795503,2521.4320719638567,0.0593109130859375,6.0641359764080015e-06,798.8333333333334,,,,,,0.0,798.8333333333334,51.55,15.508333333333333,2024-09-02,0.0593109130859375,970.1398784488524,3461.775717391244,3352.06058868784,,,,R4,,246.0,246.0,4.6,15.508333333333333,797.6750000000001,51.55,111.77713435827346,0.9428571428571428,853.6716470171252,2024.0,4.6,27.4,11.2,1489.7999999999995,0.9999497803048659,1.0272353911402945,0.8536716470171253,,,0.6014532032668948
434,2024-09-03,290.0,2024-09-03,5802.1875,0.0092842807129904,107.71871763988617,2615.772499228396,0.0507732529415475,2526.4004937708555,0.0586395263671875,6.552641285589201e-06,797.7166666666667,,,,,,0.0,797.7166666666667,55.43333333333334,15.791666666666666,2024-09-03,0.0586395263671875,965.2099451314087,3477.479326582742,3358.6657441914926,,,,R4,,247.0,247.0,5.0,15.791666666666666,796.6208333333334,55.43333333333334,112.77713435827346,1.0,799.6291519749504,2024.0,5.0,27.8,11.4,1501.1999999999998,0.9985817519733478,1.0255871854338672,0.7996291519749504,,,0.611399492293
435,2024-09-04,291.0,2024-09-04,5828.291666666667,0.009263578453384,107.96031039484582,2652.943414540933,0.044684042034759,2555.876597488861,0.054486592610677,7.028626482669815e-06,798.2770833333334,,,,,,0.0,798.2770833333334,60.68333333333334,14.2,2024-09-04,0.054486592610677,982.9247155501486,3526.8953555331327,3397.8520806706056,,,,R4,,248.0,248.0,5.4,14.2,797.0500000000001,60.68333333333334,113.77713435827346,1.0,636.7221604722424,2024.0,5.4,25.4,10.4,1511.6,1.0008872384258052,1.0229100865955598,0.6367221604722424,,,0.6144611706614759
436,2024-09-05,292.0,2024-09-05,5378.666666666667,0.0096453493259788,103.70387451211944,2595.761143430236,0.0547239771752809,2485.437343194029,0.0651486714680989,8.219758366941634e-06,801.1625,,,,,,4.9575,801.1625,76.30833333333334,13.075,2024-09-05,0.0651486714680989,996.9313247516706,3450.8756842149446,3304.2082142172194,,,,R4,,249.0,249.0,6.2,13.075,799.8291666666668,76.30833333333334,114.77713435827346,1.0,356.5915303155931,2024.0,6.2,23.4,9.8,1521.4,1.010075961537323,1.022197014314016,0.3565915303155931,,,0.6231573239725202
437,2024-09-06,293.0,2024-09-06,5410.5,0.0096147089892779,104.01844702085158,2630.5034850119814,0.0483815686861564,2535.2684000793624,0.057440439860026,6.957183845934964e-06,801.8291666666668,,,,,,1.0573,801.8291666666668,67.625,13.283333333333331,2024-09-06,0.057440439860026,978.9577989421504,3497.063100988855,3370.454980781067,,,,R4,,250.0,250.0,3.8,13.283333333333331,800.56875,67.625,115.60570578684488,0.8285714285714285,493.9639120957817,2024.0,3.8,25.4,10.2,1531.6,1.0147910941440772,1.0192698167342253,0.4939639120957817,,,0.6447272639831135
438,2024-09-07,294.0,2024-09-07,5552.75,0.0094907943184206,105.37681746453728,2656.144813816059,0.0441733449754361,2563.811576224231,0.0534642537434895,6.668988046355596e-06,798.8354166666667,,,,,,0.3807,798.8354166666667,59.79166666666666,14.516666666666666,2024-09-07,0.0534642537434895,978.225524289724,3531.151383073246,3408.4010578913926,,,,R4,,251.0,251.0,4.6,14.516666666666666,797.65625,59.79166666666666,116.54856292970202,0.9428571428571428,664.6432741472636,2024.0,4.6,25.8,10.4,1542.0,1.0131794018579627,1.0164836839874898,0.6646432741472635,,,0.6690091785454501
439,2024-09-08,295.0,2024-09-08,5719.458333333333,0.0093512732398438,106.94768185222462,2687.651590550709,0.0394078429982065,2597.236397103118,0.0492426554361979,6.448761167425997e-06,796.5208333333334,,,,,,0.0,796.5208333333334,59.38333333333333,14.408333333333331,2024-09-08,0.0492426554361979,978.7268242445016,3573.037351663528,3452.8369266970126,,,,R4,,252.0,252.0,4.2,14.2,795.3897959183673,60.06530612244897,117.4342772154163,0.8857142857142858,646.7309342139531,2024.0,4.2,26.2,10.6,1552.6,1.0069357630243896,1.013464564769621,0.6467309342139531,,,0.6875627446183221
440,2024-09-09,296.0,2024-09-09,5747.958333333333,0.0093275795031464,107.21565356365416,2752.606275870198,0.029887355541248,2661.704889960664,0.0413932800292968,6.32399926188171e-06,796.7645833333332,,,,,,0.0,796.7645833333332,58.28333333333333,13.675,2024-09-09,0.0413932800292968,1004.1053978706226,3659.3898824856233,3538.543099995414,,,,R4,,253.0,253.0,3.4,13.675,795.56875,58.28333333333333,118.20570578684487,0.7714285714285715,652.9491272650062,2024.0,3.4,25.0,10.0,1562.6,1.0155606920730662,1.0125741330052531,0.6529491272650062,,,0.693605586004954
441,2024-09-10,297.0,2024-09-10,5568.895833333333,0.0094767396525655,105.53098592056216,2655.4997331323643,0.0442618042395014,2549.0953856865294,0.0554072062174479,7.727854846431047e-06,795.8770833333333,,,,,,0.1416,795.8770833333333,74.25833333333334,12.55,2024-09-10,0.0554072062174479,1022.8963939228714,3530.293795212609,3388.836952688817,,,,R4,,254.0,254.0,4.2,12.55,794.61875,74.25833333333334,119.09142007255916,0.8857142857142858,374.3476167109477,2024.0,4.2,24.2,9.6,1572.1999999999998,1.0308815615614189,1.0141503648105503,0.3743476167109477,,,0.6774153625471796
442,2024-09-11,298.0,2024-09-11,5647.770833333333,0.0094104514460405,106.27523960302304,2568.3222920031862,0.0590677727549171,2477.5510285704977,0.0658785502115885,6.78429502130354e-06,792.225,,,,,,0.39409998,792.225,60.86666666666667,13.625,2024-09-11,0.0658785502115885,1039.9862006921944,3414.397726513773,3293.723932394413,,,,R4,,255.0,255.0,4.2,13.625,790.9375,60.86666666666667,119.97713435827345,0.8857142857142858,610.525064448688,2024.0,4.2,22.6,8.8,1580.9999999999998,1.0518918288609063,1.017470681004593,0.610525064448688,,,0.6693374542427287
443,2024-09-12,299.0,2024-09-12,5983.958333333333,0.0091424832511131,109.39178710075308,2548.963136675676,0.0629200197521163,2478.153988148402,0.0660781860351562,5.29695759653844e-06,785.8958333333334,,,,,,0.93109995,785.8958333333334,43.175,16.525000000000002,2024-09-12,0.0660781860351562,1019.13878589054,3388.661137245639,3294.525523307822,,,,R4,,256.0,256.0,7.8,16.525000000000002,784.7791666666667,43.175,120.92450842189636,0.9473740636229072,1068.4029964066967,2024.0,7.8,26.6,12.2,1593.1999999999998,1.057047864051455,1.018919978170657,1.0684029964066968,,,0.6897901841855629
444,2024-09-13,300.0,2024-09-13,5971.375,0.0091526407690526,109.27462035087224,2653.072002472228,0.0446407300255468,2588.1007880333486,0.0502866109212239,4.6504925145853255e-06,789.4604166666667,,,,,,0.0,789.4604166666667,43.59166666666667,14.191666666666668,2024-09-13,0.0502866109212239,1030.2881507916402,3527.06630383726,3440.6917987528827,,,,R4,,257.0,257.0,2.6,14.191666666666668,788.3416666666667,43.59166666666667,121.57897677008752,0.6544683481911735,913.0236957647206,2024.0,2.6,24.6,9.8,1602.9999999999998,1.0595830316720112,1.022517844086357,0.9130236957647206,,,0.7039297219418382
445,2024-09-14,301.0,2024-09-14,5784.833333333333,0.0092982246596779,107.55739755377148,2636.433118914472,0.0473030510017288,2571.992731510112,0.0523656209309895,4.641816329857743e-06,793.6999999999999,,,,,,0.0,793.6999999999999,49.725,12.2,2024-09-14,0.0523656209309895,1010.4020297372762,3504.946118076999,3419.2773089348634,,,,R4,,258.0,258.0,1.4,12.2,792.5666666666666,49.725,122.0646910558018,0.4857142857142857,714.4923230994928,2024.0,1.4,26.6,10.8,1613.7999999999995,1.0494364814516168,1.0255460448231442,0.7144923230994927,,,0.6970318139822079
446,2024-09-15,302.0,2024-09-15,5786.4375,0.0092976474598146,107.56976472769158,2638.2676880732274,0.0474129317092032,2565.064501030262,0.0536168416341145,5.287983417669007e-06,793.56875,0.0463478260869565,0.0463478260869565,0.0098687511635166,0.0069782608695652,16.917391304347827,0.0,793.56875,55.10833333333333,10.975,2024-09-15,0.0536168416341145,1009.5415762582612,3507.38504436919,3410.066730312072,4672.001662607352,0.0457351145290911,0.0977351145290911,R4,6835.172649679749,259.0,259.0,2.2,11.17142857142857,792.2816326530613,54.44081632653061,122.6646910558018,0.6,604.9110681001372,2024.0,2.2,19.8,7.4,1621.1999999999998,1.0461449046939664,1.0279962587259728,0.6049110681001372,,,0.6707574644309
447,2024-09-16,303.0,2024-09-16,5773.708333333333,0.0093064831600447,107.4565954477847,2627.920828719656,0.0486102223409754,2535.7471563641425,0.0571912129720052,6.731794403818477e-06,791.9958333333334,0.0449166666666666,0.0449166666666666,0.0078447861014246,0.0055471014492753,16.154166666666665,0.5458,791.9958333333334,64.125,12.425,2024-09-16,0.0571912129720052,1001.2154748501422,3493.6296472512386,3371.091452447959,4637.8778160739,0.0443228748293576,0.0963228748293576,R4,6725.8951395874765,260.0,260.0,4.6,12.425,790.6437500000001,64.125,123.60754819865892,0.9428571428571428,517.445524041496,2024.0,4.6,22.6,8.8,1629.9999999999998,1.0361737830785869,1.0302801303950118,0.517445524041496,,,0.6467413127897835
448,2024-09-17,304.0,2024-09-17,5701.375,0.0093666480386801,106.77639729301984,2596.2704497377736,0.0543619383381374,2492.87585037212,0.0637486775716145,7.68017869213322e-06,789.2291666666666,0.0442916666666666,0.0442916666666666,0.0069609026249414,0.0049221014492753,16.170833333333334,1.0451,789.2291666666666,75.20833333333333,11.816666666666668,2024-09-17,0.0637486775716145,1010.5744183071404,3451.5527699155864,3314.097168604529,4575.169697356118,0.0437061372389676,0.0957061372389676,R4,6599.611637673298,261.0,261.0,6.6,11.816666666666668,787.8833333333333,75.20833333333333,124.60754819865892,1.0,343.5376685116007,2024.0,6.6,19.8,8.2,1638.1999999999998,1.036232907577435,1.0336141495954485,0.3435376685116007,,,0.6141633496852587
449,2024-09-18,305.0,2024-09-18,5732.4375,0.0093403191937748,107.07033518442542,2592.213359144922,0.0547670513283253,2530.3636032765858,0.0580520629882812,4.530348078744925e-06,789.0458333333332,0.0436666666666666,0.0436666666666666,0.0060770191484582,0.0042971014492753,15.50625,3.2386,789.0458333333332,54.06666666666666,10.65,2024-09-18,0.0580520629882812,1018.0028798503686,3446.159162991866,3363.9344100939084,4561.160934800251,0.0430893996485777,0.0950893996485777,R4,6684.061662921562,262.0,262.0,0.6,10.65,787.8166666666666,54.06666666666666,124.9789767700875,0.3714285714285714,589.0877131156708,2024.0,0.6,21.4,8.2,1646.4,1.0391349000638277,1.0361921862198347,0.5890877131156708,,,0.6107608891597892
450,2024-09-19,306.0,2024-09-19,5759.6875,0.0093183481136486,107.32395595249676,2639.0360128960115,0.0469098403692319,2577.42341126521,0.0516611735026041,4.426048325575694e-06,791.9541666666668,0.0442083333333333,0.0442083333333333,0.0068430514947437,0.004838768115942,15.854166666666666,0.0,791.9541666666668,51.875,10.7,2024-09-19,0.0516611735026041,1007.7684057082683,3508.4064763508018,3426.4970027665,4649.601614649764,0.043623905560249,0.095623905560249,R4,6823.050001019661,263.0,263.0,0.2,10.7,790.7333333333332,51.875,125.29326248437322,0.3142857142857143,619.2556024288504,2024.0,0.2,23.8,9.4,1655.8,1.041382373624742,1.0369886472708871,0.6192556024288504,,,0.6295226085964504
451,2024-09-20,307.0,2024-09-20,5809.479166666667,0.0092785425516641,107.7860269691636,2651.0814996542417,0.0449228660315473,2579.955569212422,0.051300048828125,5.107098532769855e-06,791.21875,0.04525,0.04525,0.0083161906222157,0.0058804347826086,16.852083333333333,0.0,791.21875,53.14166666666667,12.583333333333334,2024-09-20,0.051300048828125,996.6279921535164,3524.42007508415,3429.863322626377,4682.475014782518,0.0446518015442323,0.0966518015442323,R4,6851.152993727016,264.0,264.0,4.2,12.583333333333334,789.9916666666667,53.14166666666667,126.1789767700875,0.8857142857142858,682.9289050852215,2024.0,4.2,25.4,10.2,1666.0,1.0365991362111127,1.0382873014669562,0.6829289050852214,,,0.643020108095696
452,2024-09-21,308.0,2024-09-21,5817.729166666667,0.009278333798191,107.8389382388717,2639.9059725462303,0.0478250852222539,2569.1467748113123,0.0541051228841145,5.153383086707524e-06,790.4395833333333,0.044375,0.044375,0.0070787537551392,0.0050054347826086,15.564583333333331,0.0,790.4395833333333,60.25,9.491666666666667,2024-09-21,0.0541051228841145,1017.11836554605,3509.563024444908,3415.493816453256,4652.994447722328,0.0437883689176864,0.0957883689176864,R4,6804.145983816378,265.0,265.0,0.6,9.491666666666667,789.2020833333332,60.25,126.55040534151608,0.3714285714285714,471.7350856595494,2024.0,0.6,20.6,7.800000000000001,1673.8,1.0362957723337507,1.041145694178932,0.47173508565954936,,,0.629240951775145
453,2024-09-22,309.0,2024-09-22,4735.208333333333,0.0102773155913437,97.31125575308808,2218.957119636372,0.1469018305348596,2138.1894775199617,0.1403147379557291,6.9949284922959145e-06,794.0333333333333,0.2099583333333333,0.2099583333333333,0.2412489494580842,0.170588768115942,13.310416666666669,20.9186,794.0333333333333,87.10000000000001,8.058333333333334,2024-09-22,0.1403147379557291,1001.4097085316718,2949.942134641013,2842.5674276282657,5031.049256109741,0.2071827145316637,0.2591827145316637,R4,7627.290664453949,266.0,266.0,5.0,9.529411764705882,792.4323529411765,81.78823529411765,127.55040534151608,1.0,216.6785414264353,2024.0,3.4,16.2,5.6,1679.4,1.0341149155391853,1.0428127513812004,0.21667854142643528,,,0.5985229237188937
454,2024-09-23,310.0,2024-09-23,4879.770833333333,0.0101242302922026,98.78453732148908,2272.9278148869416,0.1290555437022071,2198.1902613360394,0.1230176289876302,6.297484564785747e-06,794.375,0.1805416666666666,0.1805416666666666,0.1996475004982757,0.1411721014492754,13.64375,0.0,794.375,75.63333333333334,9.475,2024-09-23,0.1230176289876302,1015.7230906808572,3021.692249389339,2922.334106634456,4998.74556076702,0.1781549319439767,0.2301549319439766,R4,7585.199372842451,267.0,267.0,1.4,10.339534883720932,792.8953488372093,72.8,128.03611962723036,0.4857142857142857,341.6817024145784,2024.0,1.4,21.0,8.0,1687.4,1.0406640047959466,1.0436665827647162,0.3416817024145784,,,0.5762895362295775
